trailingPE,averageDailyVolume10Day,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,navPrice,ytdReturn,beta3Year,fundInceptionDate,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,averageDailyVolume3Month,trailingThreeMonthReturns,epsTrailingTwelveMonths,netExpenseRatio,priceToBook,morningStarOverallRating,morningStarRiskRating,dividendRate
,,,,7.32,10.32,9.9262,9.27605,,,,,,,,MUTUALFUND,INFSX,,,,,,,,
,,,,7.52,10.65,10.2382,9.5472,,,,,,,,MUTUALFUND,INFQX,,,,,,,,
,,,,7.59,10.75,10.3388,9.63545,,,,,,,,MUTUALFUND,INFTX,,,,,,,,
16.120558,0,,,13.95,18.61,16.37,16.06815,,,2.16049,0.87,1506643200,,,MUTUALFUND,ARZMX,0,2.47678,1.029741,1.02,,3,1,0.0884
16.11094,0,,,13.92,18.56,16.3228,16.02585,,,2.10266,0.88,1506643200,,,MUTUALFUND,ARSIX,0,2.48293,1.0272522,1.11,,4,1,0.0741
16.112768,0,,,13.31,17.79,15.5938,15.3224,,,1.87339,0.88,1506643200,,,MUTUALFUND,ARSVX,0,2.4026,0.9812094,1.37,,4,1,0.0334
18.997793,0,,,17.81,24.24,21.416,20.8848,22.03,,6.49479,1.05,1089072000,,,MUTUALFUND,CHTTX,0,2.33444,1.1601348,1.11,1.1877561,4,4,0.066
19.004404,0,,,19.43,26.22,23.3964,22.796,22.03,,6.73339,1.05,1089072000,,,MUTUALFUND,ABMIX,0,2.4007,1.2670747,0.81,1.2976935,4,4,0.1347
19.007977,0,,,19.28,26.05,23.2266,22.6262,22.03,,6.78588,1.05,1089072000,,,MUTUALFUND,ABIZX,0,2.41865,1.257893,0.76,1.288532,4,3,0.1473
,,,,17.55,22.13,20.9374,20.57075,,,2.03291,1.01,1506297600,,,MUTUALFUND,0P0001AMLH,,0.86124,,0.79,,1,1,0.04194
,,,,17.2,21.72,20.4952,20.15455,,,1.82536,1.01,1506297600,,,MUTUALFUND,0P00018GFK,,0.78125,,1.09,,1,1,0.01012
22.478098,16143870,79.02,79.23,75.16,84.35,77.8656,80.323,1.73,79.65754,1.66336,0.62,913766400,0.083270505,0.0684364,ETF,XLP,14326106,-2.54507,3.5274336,0.08,1.1630021,,,
3.9066987,0,0,0,64.83,79.44,66.657,70.10885,1.73,,,,,,,ETF,SD7I.HM,0,,17.406,,0.9974038,,,
3.5424027,884,1425.01,0,1381.53,1744,1435.1384,1535.3153,1.73,79.65754,,,913766400,,,ETF,XLP.MX,259,,410.741,0.08,21.341654,,,
21.889008,4040,23.95,23.99,23.11,25.74,23.93724,24.395779,,,,,,,,EQUITY,XLSI,2006,,1.094522,,,,,
39.341766,10554290,352.86,352.81,170.11,372.78,342.02,276.2017,0,347.33,34.81995,1.68,1324339200,0.5793805,0.3107662,ETF,SMH,8670288,17.04729,8.971636,0.35,,,,
,,302.7,305.25,299.25,299.25,,,,,,,,,,ETF,VE48.MU,,,,,,,,
,,300.1,307.7,298.25,305.15,,,,,,,,,,ETF,VE48.BE,,,,,,,,
,508,6425,6870,3646,6865.42,6294.038,5258.967,0,347.33,,,1324339200,,,ETF,SMH.MX,487,,,0.35,,,,
20.026339,0,,,34.82,46.94,45.784,42.55975,,,27.90503,1,1222819200,,,MUTUALFUND,MINJX,0,6.76148,2.343913,0.66,,4,3,0.83392
20.016312,0,,,34.74,46.8,45.6584,42.4554,,,27.81976,1,1222819200,,,MUTUALFUND,MINHX,0,6.75549,2.338093,0.77,,4,3,0.78443
19.9656,0,,,29.26,39.16,38.2448,35.6623,,,26.83897,0.99,1222819200,,,MUTUALFUND,MINRX,0,6.48122,1.9613737,1.77,,3,2,0.43982
20.016891,0,,,37.65,50.72,49.4814,46.0102,,,27.8079,1,1222819200,,,MUTUALFUND,MINIX,0,6.75005,2.53386,0.77,,4,3,0.78658
19.966831,0,,,29.09,38.93,38.0198,35.45275,,,26.86667,1,1222819200,,,MUTUALFUND,MGICX,0,6.49133,1.9497335,1.77,,3,2,0.32605
20.005962,0,,,34.57,46.49,45.3668,42.21435,,,27.57167,1,1222819200,,,MUTUALFUND,MGIAX,0,6.6745,2.3238072,1.02,,4,3,0.68212
19.967104,0,,,32.01,42.85,41.8482,39.02125,,,26.86251,1,1222819200,,,MUTUALFUND,MGIBX,0,6.48195,2.1460297,1.77,,3,2,0.22059
19.996025,0,,,30.57,41.05,40.066,37.3078,,,27.3507,1,1222819200,,,MUTUALFUND,MINFX,0,6.62234,2.052908,1.27,,4,3,0.59163
20.007425,0,,,34.12,45.89,44.778,41.666,,,27.56264,1,1222819200,,,MUTUALFUND,MINGX,0,6.69207,2.2936485,1.02,,4,3,0.6943
9.765258,2547230,14.57,14.58,13.44,17.86,14.3368,15.6797,0,14.03,-5.24041,0.64,1360540800,0.1233328,0.1499048,ETF,BIZD,2768188,-5.88729,1.491,12.86,,,,
,,12.15,12.91,12.542,12.63,,,,,,,,,,ETF,VE4F.BE,,,,,,,,
,,12.41,12.666,12.344,12.344,,,,,,,,,,ETF,VE4F.MU,,,,,,,,
,,12.494,12.6,12.608,12.608,,,,,,,,,,ETF,VE4F.HM,,,,,,,,
9.562695,107150,31.12,31.84,27.85,36.86,30.6985,32.81229,0,30.044,-3.00898,0.58,1664409600,0.15850219,,ETF,PBDC,118500,-3.83943,3.2574499,13.49,,,,
10.315279,4450,18.32,22.95,18.32,22.35,19.3426,20.385317,0,19.13,-3.49713,0.72,1180051200,0.1365518,0.1480141,ETF,FBDC,7595,-3.60734,1.8822564,13.69,,,,
13.174536,0,,,15.34,20.78,19.2908,18.3934,,,5.54658,1.13,1402358400,,,MUTUALFUND,LVAQX,0,8.34715,1.4960679,1.08,,2,4,0.2552
13.174385,0,,,15.35,20.86,19.3334,18.4213,,,5.76198,1.13,1402358400,,,MUTUALFUND,LSVQX,0,8.44837,1.4991212,0.83,,3,4,0.3314
10.114744,,,,8.02,8.74,8.6404,8.45475,,,8.23923,0.94,1687824000,,,MUTUALFUND,MOFTX,,2.7636,0.8551872,0.76,,3,5,0.53633
10.1147175,0,,,8.03,8.77,8.659,8.47015,,,8.53402,0.94,1687824000,,,MUTUALFUND,MOFIX,0,2.80159,0.85716677,0.51,,3,5,0.55736
30.453114,7816480,236.44,236.51,173.1,243.4,235.8642,219.252,1.17,236.31697,7.55682,1.28,913766400,0.2057149,0.1007409,ETF,XLY,6485893,10.4397,7.7693205,0.08,1.4084171,,,
3.3514378,28,0,0,3514,4865.9,4337.93,4162.022,1.17,236.31697,,,913766400,,,ETF,XLY.MX,1386,,1291.556,0.08,25.766829,,,
28.805431,1870,24.67,24.69,23.645,25.92,25.17132,25.229023,,,,,,,,EQUITY,XLYI,1020,,0.85681754,,,,,
3.700721,0,0,0,156.28,226.15,201.935,191.2793,1.17,,,,,,,ETF,SD7Y.HM,0,,54.638,,1.203643,,,
32.612152,0,,,31.55,40.34,39.402,36.6735,,,10.99168,0.89,757296000,,,MUTUALFUND,SIBAX,0,6.28158,1.2289897,0.91,,5,4,0.42613
,0,,,23.5,39.05,37.2492,32.1509,,,20.38803,1.28,1560384000,,,MUTUALFUND,FGKFX,0,14.51361,,0.45,,4,4,0.013
44.10394,3330670,34.29,34.3,18.33,38.04,34.8888,29.000114,0,35.13306,26.3184,0,1729468800,,,ETF,BAI,3585607,18.18189,0.7774816,0.55,,,,
,0,,,2.82,4.07,3.8288,3.6702,,,,,,,,MUTUALFUND,XGGTX,0,,,,,,,
,0,,,14.42,18.61,18.2596,17.18005,,,,,,,,MUTUALFUND,XGLUX,0,,,,,,,
17.077633,573430,127.72,129.87,103.07,134.36,125.2444,121.8182,2.469,122.7,6.29643,0.73,1095897600,0.0458468,0.2940408,ETF,VDE,436030,6.46107,7.5402727,0.09,2.2952836,,,
9.668582,0,,,41.86,53.01,51.029,47.90165,,,15.82831,0.58,1005523200,,,MUTUALFUND,VGENX,0,3.35612,5.4827065,0.45,,4,1,0.0302
9.714391,5,2339.13,0,2178.39,2736.09,2298.8457,2311.6375,2.469,122.7,,,1095897600,,,ETF,VDE.MX,1658,,239.593,0.09,41.486935,,,
,,110.16,111.72,109.46,111.44,,,,,,,,,,ETF,0V10.BE,,,,,,,,
9.670726,0,,,78.53,99.49,95.772,89.885,,,15.89053,0.58,1005523200,,,MUTUALFUND,VGELX,0,3.35615,10.287748,0.37,,4,1,0.0731
16.93065,0,,,52.86,66.41,62.5618,60.85895,2.469,,6.29986,0.73,1095897600,,,MUTUALFUND,VENAX,0,6.45749,3.7665417,0.09,1.1366796,4,3,1.4397
17.308727,0,,,27,34.04,33.1234,31.91065,0,,17.84712,0.97,1112313600,,,MUTUALFUND,MIDJX,0,1.94116,1.9181075,1.05,,3,1,0.74395
17.26667,0,,,25.95,32.57,31.6614,30.59,0,,16.99418,0.97,1112313600,,,MUTUALFUND,MIDBX,0,1.67615,1.836486,2.05,,3,1,0.35497
17.262447,0,,,25.13,31.55,30.6708,29.63275,0,,16.97971,0.96,1112313600,,,MUTUALFUND,MIDCX,0,1.66503,1.779006,2.05,,3,1,0.44834
17.298359,0,,,27.03,34.05,33.1256,31.93625,0,,17.63471,0.97,1112313600,,,MUTUALFUND,MIDAX,0,1.87879,1.9192572,1.3,,3,1,0.6827
17.302462,0,,,26.72,33.66,32.746,31.56965,0,,17.62832,0.97,1112313600,,,MUTUALFUND,MIDHX,0,1.87002,1.89684,1.3,,3,1,0.62552
17.317461,0,,,28.17,35.54,34.5916,33.3136,0,,17.94958,0.97,1112313600,,,MUTUALFUND,MIDLX,0,1.94654,2.002603,0.91,,4,1,0.77965
17.267832,0,,,24,30.13,29.2856,28.29435,0,,16.95515,0.97,1112313600,,,MUTUALFUND,MIDGX,0,1.67579,1.698534,2.05,,3,1,0.5232
17.307396,0,,,28.16,35.5,34.551,33.2861,0,,17.84874,0.97,1112313600,,,MUTUALFUND,MWNIX,0,1.94824,2.0008788,1.05,,3,1,0.74193
17.28886,0,,,26,32.71,31.8116,30.6909,0,,17.41818,0.97,1112313600,,,MUTUALFUND,MIDRX,0,1.82908,1.8433836,1.55,,3,1,0.62944
19.567894,0,,,32.28,46.35,45.2284,40.54615,,,24.4494,1.08,910569600,,,MUTUALFUND,HLEMX,0,11.57211,2.3170607,1.14,,2,4,0.65831
19.578772,0,,,14.89,21.33,20.8184,18.6715,,,23.8842,1.08,1129507200,,,MUTUALFUND,HLMEX,0,11.5698,1.0669719,1.05,,2,4,0.263
14.681885,1206660,48.22,70.01,34.28,48.45,46.51,43.0328,0,46.0203,33.35364,0.93,924220800,0.2468545,0.17721839,ETF,DFIV,1241939,8.58194,3.2836382,0.27,,,,
22.643188,7790,10.34,20.69,16.9,23.235,21.48064,21.211864,0,21.6406,3.64807,1.41,1581465600,0.111219704,0.029522501,ETF,AWAY,7112,3.35821,0.91086113,0.75,,,,
,0,,,11.77,15.51,15.2354,14.4566,,,21.71838,1.1,1059696000,,,MUTUALFUND,OAIEX,0,2.82258,,1.32,,2,4,0.15251
,0,,,11.89,15.68,15.4048,14.6093,,,22.00315,1.1,1059696000,,,MUTUALFUND,OIIEX,0,2.92748,,1.07,,2,4,0.20591
,0,,,11.7,15.36,15.0854,14.3449,,,21.08626,1.1,1059696000,,,MUTUALFUND,OCIEX,0,2.64049,,2.07,,2,4,0.06685
23.852728,8380750,473.04,473.07,366.32,484.4,467.5596,439.6716,5.62,467.00085,10.33707,0.97,884649600,0.17557079,0.1253278,ETF,DIA,6540601,5.61978,19.843433,0.16,1.3214068,,,
24.025915,4,474.86,478.1,369,478.78,466.1416,438.9425,5.62,,,,884649600,,,ETF,D07.SI,6,,19.802784,0.16,1.3282746,,,
4.6072874,1,0,0,333.15,433.8,403.286,383.9455,5.62,467.00085,,,884649600,,,ETF,DIA.AS,24,,88.729,0.16,1.1412809,,,
4.235203,117,0,8717,7607,9777,8614.606,8368.492,5.62,467.00085,,,884649600,,,ETF,DIA.MX,42,,2054.211,0.16,24.288513,,,
34.178787,0,,,36.13,48.09,46.3022,43.67565,,,8.73214,0.99,1112313600,,,MUTUALFUND,MIGKX,0,5.39755,1.3645891,0.46,,3,1,0.20073
34.09779,0,,,26.03,35.62,33.0856,31.34805,,,7.89945,0.99,1112313600,,,MUTUALFUND,MIGMX,0,5.10395,0.9766029,1.46,,3,1,0.0808
34.17953,0,,,37.38,49.62,47.9102,45.1869,,,8.73586,0.99,1112313600,,,MUTUALFUND,MGTIX,0,5.39308,1.4119561,0.46,,3,1,0.20178
34.104225,0,,,26.69,36.43,33.9292,32.14325,,,7.89436,0.99,1112313600,,,MUTUALFUND,MIGDX,0,5.10141,1.0013423,1.46,,3,1,0.05651
34.15816,0,,,35.08,46.73,44.8806,42.37095,,,8.5043,0.99,1112313600,,,MUTUALFUND,MIGHX,0,5.30404,1.3232563,0.71,,3,1,0.10207
34.13481,0,,,34.07,45.43,43.522,41.12295,,,8.32898,0.99,1112313600,,,MUTUALFUND,MIRGX,0,5.27194,1.2837335,0.96,,3,1,0.02112
34.1632,0,,,35.69,47.48,45.6638,43.10665,,,8.52714,0.99,1112313600,,,MUTUALFUND,MIGFX,0,5.33002,1.3461854,0.71,,3,1,0.10073
34.190796,0,,,37.47,49.75,48.047,45.3044,,,8.78404,0.99,1112313600,,,MUTUALFUND,MIGNX,0,5.40091,1.4158782,0.37,,3,1,0.23984
34.092804,0,,,27.01,36.81,34.3308,32.52145,,,7.89686,0.99,1112313600,,,MUTUALFUND,MIGBX,0,5.10331,1.0134103,1.46,,3,1,0.0624
38.70259,0,,,166.21,238.64,225.91,210.78275,0,,13.19744,1.07,1112313600,,,MUTUALFUND,MFEKX,0,5.50582,5.8518047,0.49,,4,3,0.32815
23.448687,0,,,22.09,27.28,26.857,25.6711,,,11.29032,1.1,1112313600,,,MUTUALFUND,MBGWX,0,3.42045,1.156568,1.69,,2,2,0.23692
,,,,14.8007,21.2998,20.49805,18.895254,0,,,,,,,MUTUALFUND,WGEABX,,,,,,,,
23.471724,0,,,21.37,26.47,26.054,24.86785,,,11.72945,1.1,1112313600,,,MUTUALFUND,MGALX,0,3.57143,1.1213492,1.19,,3,2,0.43805
23.491917,0,,,22.02,27.31,26.8824,25.6398,,,11.97505,1.1,1112313600,,,MUTUALFUND,MAGWX,0,3.65666,1.156568,0.94,,3,2,0.50486
23.451084,0,,,21.55,26.61,26.2026,25.0449,,,11.31836,1.1,1112313600,,,MUTUALFUND,MCGWX,0,3.42655,1.128306,1.69,,3,2,0.30236
23.509018,0,,,22.01,27.33,26.9068,25.6445,,,12.15148,1.1,1112313600,,,MUTUALFUND,MAGJX,0,3.69373,1.1570028,0.69,,3,2,0.56583
23.501839,0,,,22.32,27.72,27.2856,26.00615,,,12.19212,1.1,1112313600,,,MUTUALFUND,MGWIX,0,3.71917,1.1735252,0.69,,3,2,0.56705
38.69401,0,,,164.63,236.68,223.608,208.7088,0,,13.11184,1.07,1112313600,,,MUTUALFUND,MFEIX,0,5.48109,5.792886,0.58,,4,3,0.17485
38.597767,0,,,101.8,156.54,135.9152,128.0419,0,,12.27277,1.07,1112313600,,,MUTUALFUND,MFECX,0,5.22154,3.5263698,1.58,,3,3,
23.518688,,,,22.33,27.74,27.3066,26.02055,,,12.22815,1.1,1112313600,,,MUTUALFUND,MAGQX,,3.71634,1.1739601,0.61,,2,2,0.58694
38.644615,0,,,135.03,198.99,182.1396,170.63185,0,,12.69125,1.07,1112313600,,,MUTUALFUND,MEGRX,0,5.34514,4.7222624,1.08,,3,3,
38.59825,0,,,102.36,157.26,136.6856,128.7554,0,,12.26899,1.07,1112313600,,,MUTUALFUND,MFELX,0,5.21504,3.546275,1.58,,3,3,
23.48861,0,,,21.78,27.01,26.5924,25.3632,,,11.97982,1.1,1112313600,,,MUTUALFUND,MAGEX,0,3.65759,1.1439588,0.94,,3,2,0.50165
38.670376,0,,,148.93,216.7,201.6092,188.51434,0,,12.90039,1.07,1112313600,,,MUTUALFUND,MFEGX,0,5.4118,5.22493,0.83,,4,3,
,,,,14.7672,21.2398,20.44065,18.847855,0,,,,,,,MUTUALFUND,WGEAAX,,,,,,,,
,,,,14.8096,21.3166,20.5141,18.908136,0,,,,,,,MUTUALFUND,WAAAHX,,,,,,,,
38.69287,0,,,158.76,229.15,215.4802,201.19865,0,,13.11396,1.07,1112313600,,,MUTUALFUND,MFEJX,0,5.48263,5.5824237,0.58,,4,3,0.11605
38.597767,0,,,103.02,158.11,137.5928,129.5951,0,,12.27848,1.07,1112313600,,,MUTUALFUND,MEGBX,0,5.21898,3.5698955,1.58,,3,3,
23.447172,0,,,20.88,25.79,25.3914,24.27,,,11.32983,1.1,1112313600,,,MUTUALFUND,MAGMX,0,3.45528,1.0935221,1.69,,3,2,0.30452
38.669712,0,,,147.9,215.38,200.1856,187.1987,0,,12.90185,1.07,1112313600,,,MUTUALFUND,MFEHX,0,5.41343,5.1880393,0.83,,4,3,
15.287983,531140,10.79,10.82,8.81,11.79,10.5076,10.6229,,10.5,7.61089,1.48,1313452800,0.1181671,0.0551955,ETF,MORT,574646,4.43885,0.70643723,0.42,,,,
21.602806,12020,26.3,28.45,21.25,28.42,27.31624,26.136515,,27.2372,12.07439,1.13,1640649600,0.14498991,,ETF,ICAP,11709,8.02343,1.2822409,3.19,,,,
,,44.325,44.931,44.41,44.844,,,0,,,,,,,ETF,XQ18.F,,,,,,,,
,,46.962,47.604,47.052,47.511,,,0,,,,,,,ETF,XQ1A.F,,,,,,,,
17.561474,0,,,7.83,10.37,9.898,9.5569,,,5.89474,1.23,360201600,,,MUTUALFUND,TGSAX,0,4.2487,0.5682894,1.06,,3,3,0.0162
17.911943,,,,21.5,28.5,27.2716,26.14335,,,11.57556,1.06,989798400,,,MUTUALFUND,0P00000YQ5,,4.59683,1.5062575,,,2,2,
17.887056,,,,43.82,57.92,55.3484,53.1795,,,10.9209,1.06,989798400,,,MUTUALFUND,0P00000B0K,,4.40822,3.0586362,,,2,2,
28.117481,4615230,43.41,43.71,30.94,43.86,42.4712,39.14945,0,42.12,20.41111,0.88,1645488000,0.2749186,,ETF,CGDV,3511407,6.75082,1.544235,0.33,,,,
30.66146,948130,73.26,73.31,32.36,81.71,69.8172,51.10695,0,72.46,68.46824,1.53,1288137600,-0.0342976,0.1416875,ETF,REMX,1322703,61.75603,2.3889925,0.58,,,,
,103927,10.6,11.25,5.693,13.546,11.65912,8.65001,,,,,1632441600,,,ETF,REMX.MI,182696,,,0.59,,,,
,2,1269,1360,768.9,1483.95,1294.605,990.0026,0,72.46,,,1288137600,,,ETF,REMX.MX,122,,,0.58,,,,
,14511,11.368,11.524,5.332,12.726,10.81476,8.09028,,13.9385,,,1632441600,,,ETF,REMX.SW,24087,,,0.59,,,,
,24493,,,5.624,13.653,11.68972,8.685675,,,,,1632441600,,,ETF,REMX.PA,30681,,,0.59,,,,
,81006,10.816,10.806,4.87,11.916,10.16556,7.4310627,,13.9385,,,1632441600,,,ETF,REGB.L,145179,,,0.59,,,,
,225113,12.256,12.29,5.689,13.55,11.64596,8.64458,,,,,1632441600,,,ETF,VVMX.DE,298260,,,0.59,,,,
,2529,0,11.3,5.195,11.77,9.88164,8.729035,,,,,,,,ETF,REGBL.XC,1859,,,,,,,
,0,62.38,63.96,28.79,71,60.091,45.20296,,72.46,,,1288137600,,,ETF,VE4Z.BE,0,,,0.58,,,,
30.35136,132496,13,15.1,6.24,15.798,13.55292,9.910687,,13.9385,66.66143,1.42,1632441600,-0.0461126,,ETF,REMX.L,169096,61.58857,0.47029194,0.59,,,,
,420,11.646,12.898,5.752,12.698,10.35286,8.10146,,,,,,,,ETF,VVMXD.XC,1259,,,,,,,
,590,0,11.416,8.891,12.536,10.551588,10.551588,,,,,,,,ETF,REMXZ.XC,515,,,,,,,
,377,0,0,6.213,12.014,9.98746,8.986513,,,,,,,,ETF,REMXM.XC,861,,,,,,,
,,11.16,12.284,12.24,12.29,,,,,,,,,,ETF,REMXM.XD,,,,,,,,
,3252,14.21,14.276,6.298,15.668,13.41552,11.041025,,,,,,,,ETF,REMXL.XC,3353,,,,,,,
,,10,13,12.166,12.33,,,,,,,,,,ETF,VVMXD.XD,,,,,,,,
11.624903,73630,30.4,48.34,23.17,32.42,31.2892,29.17405,,30.7281,27.49018,0.88,1385942400,0.19545321,0.1429583,ETF,FYLD,40452,8.63904,2.7802384,0.59,,,,
,0,,,25.15,29.96,29.0782,28.43635,1.39,,6.35965,0.88,604022400,,,MUTUALFUND,LLSCX,0,2.03366,-1.97,0.95,1.2361104,1,3,0.0305
31.262478,0,,,11.49,17.44,16.3274,14.87475,0,,9.02357,1.31,983404800,,,MUTUALFUND,PGRTX,0,8.00534,0.54058415,0.99,,4,3,0.0758
16.81102,0,,,37.43,49.06,47.5268,45.48415,1.08,,13.89934,1.11,844041600,,,MUTUALFUND,TFIFX,0,3.86018,2.866572,0.78,1.3394668,5,3,0.5661
16.804193,0,,,37.51,49.14,47.5954,45.56825,1.08,,13.7931,1.11,844041600,,,MUTUALFUND,PRISX,0,3.83134,2.8713071,0.93,1.3411345,4,3,0.528
,,,,9.53,9.73,9.623103,9.623103,0,,,,,,,MUTUALFUND,ENHIX,,,,,,,,
,,,,9.53,9.73,9.621035,9.621035,0,,,,,,,MUTUALFUND,ENHAX,,,,,,,,
,,,,9.53,9.74,9.620345,9.620345,,,,,,,,MUTUALFUND,ENHHX,,,,,,,,
,,,,9.53,9.73,9.625357,9.625357,,,,,,,,MUTUALFUND,EPEAX,,,,,,,,
,,,,9.53,9.74,9.6225,9.6225,,,,,,,,MUTUALFUND,ENHSX,,,,,,,,
,0,,,4.15,5.09,4.93,4.71495,,,8.77162,0.86,1211328000,,,MUTUALFUND,TRIFX,0,10.77875,,2.93,,5,5,0.1848
,0,,,4.14,5.07,4.9126,4.69905,,,9.00673,0.85,1211328000,,,MUTUALFUND,TRIIX,0,10.89207,,2.68,,5,5,0.1935
,0,,,4.15,5.08,4.9216,4.70745,,,8.19041,0.85,1211328000,,,MUTUALFUND,TRICX,0,10.60777,,3.68,,4,5,0.1589
,0,,,14.64,19.54,18.9884,17.834,0,,22.25765,0.91,1502755200,,,MUTUALFUND,FCNSX,0,4.24144,,0,,0,0,0.415
42.294388,0,,,56.58,91.25,85.051,76.2791,,,21.2861,1.29,1220918400,,,MUTUALFUND,BTEKX,0,10.60303,1.9832418,0.84,,3,3,
42.290833,0,,,56.38,90.87,84.6914,75.9862,,,21.20443,1.29,1220918400,,,MUTUALFUND,BGSIX,0,10.57936,1.9748961,0.92,,4,4,
42.23732,0,,,50.62,80.83,75.3378,67.9042,,,20.74459,1.29,1220918400,,,MUTUALFUND,BGSRX,0,10.43876,1.7581608,1.42,,4,4,
42.26577,0,,,50.78,81.2,75.6728,68.164,,,20.97431,1.29,1220918400,,,MUTUALFUND,BGSAX,0,10.51684,1.765495,1.17,,4,4,
42.18386,0,,,39.48,61.71,57.5192,52.3882,,,20.3009,1.29,1220918400,,,MUTUALFUND,BGSCX,0,10.30091,1.3434048,1.92,,3,4,
42.25786,0,,,52.1,83.46,77.789,69.9996,,,20.97283,1.29,1220918400,,,MUTUALFUND,BSTSX,0,10.50465,1.8148104,1.17,,4,4,
,44140,5.93,6.22,5.84,9.43,6.0004,6.7579,0.533,,,,,,,ETF,SWZ,40715,,-1.9,,0.8487655,,,
15.249984,1851970,108.56,108.58,84.48,123.35,106.9402,102.93115,,108.55898,6.61769,1.66,1138665600,0.2773645,0.1485675,ETF,XHB,2265111,12.58421,7.1200075,0.35,,,,
,,0,0,92.57,92.57,,,,,,,,,,ETF,SSGV.HM,,,,,,,,
,,0,0,92.55,92.55,,,,,,,,,,ETF,SSGV.HA,,,,,,,,
,702,0,0,64.2096,109.72,96.42027,82.34798,,,,,,,,ETF,0L1F.L,1910,,,,,,,
,,92.39,94.64,92.63,94.52,,,,,,,,,,ETF,SSGV.BE,,,,,,,,
14.022608,1027710,30.02,48.96,23.8,33.7,31.6516,29.8957,,31.712,4.68139,1.29,1645574400,0.12704581,,ETF,DFSV,1057557,8.72757,2.329096,0.3,,,,
,0,,,11.28,12.16,12.0876,11.83285,,,7.91426,0.44,1446422400,,,MUTUALFUND,TDIFX,0,2.9064,,0.18,,3,1,0.2767
13.922205,2310330,103.57,103.77,82.71,123.99,102.196,98.9684,0,103.82002,5.31429,1.72,1146441600,0.2814895,0.1306666,ETF,ITB,2371096,15.28841,7.444223,0.38,,,,
,56,0,0,1709.29,2464.08,1884.1982,1867.5945,0,103.82002,,,1146441600,,,ETF,ITB.MX,464,,,0.38,,,,
27.741995,0,,,33.01,43.88,41.1008,39.67135,,,6.59446,1.4,1262217600,,,MUTUALFUND,BREUX,0,10.2559,1.5110664,1.05,,4,5,0.1593
32.408676,0,,,14.55,17.67,17.1114,16.7136,0,,4.10595,1.05,1514505600,,,MUTUALFUND,BRIUX,0,5.43992,0.5393617,0.8,,5,1,0.24
27.732584,0,,,32.03,42.53,39.805,38.4655,,,6.39253,1.4,1262217600,,,MUTUALFUND,BREFX,0,10.18922,1.4636213,1.31,,5,5,0.0631
27.745964,0,,,33.01,43.88,41.1042,39.67455,,,6.6045,1.4,1262217600,,,MUTUALFUND,BREIX,0,10.26628,1.5112108,1.05,,5,5,0.1598
32.410004,0,,,14.57,17.69,17.131,16.73225,0,,4.15699,1.05,1514505600,,,MUTUALFUND,BRIIX,0,5.4272,0.53995675,0.8,,5,1,0.24
32.410515,0,,,14.39,17.46,16.9122,16.519,0,,3.91652,1.05,1514505600,,,MUTUALFUND,BRIFX,0,5.32522,0.5331603,1.05,,4,1,0.2099
23.171255,0,,,57.95,78.84,76.8808,72.15465,,,11.72486,1.2,1024531200,,,MUTUALFUND,SFCWX,0,3.74966,3.396018,0.65,,3,3,0.0231
23.171604,0,,,59.56,81.01,78.999,74.1478,,,11.69181,1.2,1024531200,,,MUTUALFUND,RSLFX,0,3.72703,3.489616,0.7,,4,3,0.0247
15.97614,0,,,16.41,23.54,20.226,19.74985,,,2.71605,1.17,1567468800,,,MUTUALFUND,WWSYX,0,4.62777,1.279408,0.79,,3,3,0.2018
13.021757,6780,66.06,74.05,54.22,72.1,69.292,67.2304,0,69.807,28.67109,1.05,1150416000,0.1987206,0.096756496,ETF,DFE,12922,1.48908,5.361665,0.58,,,,
,,,,435.8,577.56,563.8292,535.0181,,,27.54197,1.01,865209600,,,MUTUALFUND,0P0001CPBS.F,,4.63541,,,,3,3,8.38
19.290056,0,,,20.28,30.6,26.6558,24.9324,0,,4.1618,1.26,976060800,,,MUTUALFUND,PSSIX,0,9.0835,1.412645,0.21,,3,4,0.3325
,,63.14,63.48,63.85,63.85,,,0,,,,,,,ETF,MWON.MU,,,,,,,,
,,0,0,48.49,48.49,,,,,,,,,,ETF,P3WI.BE,,,,,,,,
,7701,84.05,84.12,64.65,97.74,82.6346,78.6624,,96.9929,,,1210291200,,,ETF,IUS3.DE,8391,,,0.4,,,,
,,47.88,48.665,48.17,49.21,,,,,,,,,,ETF,4PID.BE,,,,,,,,
13.17939,104280,56.86,56.91,42.83,59.28,56.9046,53.82165,,57.019,18.58617,0.9,1193702400,0.17094351,0.1058463,ETF,DGS,116990,4.75485,4.3218994,0.58,,,,
19.04215,4260,25.72,25.86,15.22,31.53,25.1892,22.8832,,25.7785,-0.83494,2.52,1169510400,0.115651906,0.1263703,ETF,SAA,13038,16.2594,1.3510712,0.95,,,,
,0,,,12.72,16.06,15.6856,14.65485,,,13.35487,0.82,1538438400,,,MUTUALFUND,FWBTX,0,7.44382,,1.84,,5,4,0.33205
,0,,,12.75,16.1,15.7172,14.68455,,,14.17644,0.83,1538438400,,,MUTUALFUND,FAYZX,0,7.69645,,0.84,,5,5,0.44075
