trailingPE,averageDailyVolume10Day,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,navPrice,ytdReturn,beta3Year,fundInceptionDate,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,averageDailyVolume3Month,trailingThreeMonthReturns,epsTrailingTwelveMonths,netExpenseRatio,priceToBook,morningStarOverallRating,morningStarRiskRating,dividendRate
7.119279,98756,273,0,386.3093,683.39,493.11166,455.66562,5.662,,,,,,,ETF,0KZC.L,68529,,95.792,,1.5888588,,,
,,583.5,587.3,582.9,587.9,,,,,,,,,,ETF,SRD.BE,,,,,,,,
39.30916,1266770,488.73,488.76,316.14,505.38,484.3208,434.07724,1.54,484.57,17.36447,1.14,1075075200,0.3185273,0.16383868,ETF,VUG,1135900,9.56729,12.436287,0.04,2.2658737,,,
39.442738,0,,,169.16,259.45,249.3204,223.41855,1.54,,17.35749,1.14,1075075200,,,MUTUALFUND,VIGAX,0,9.56392,6.405488,0.05,1.1710367,4,3,0.7608
39.444267,0,,,169.17,259.47,249.336,223.43315,1.54,,17.36555,1.14,1075075200,,,MUTUALFUND,VIGIX,0,9.56607,6.405747,0.04,1.1711295,4,3,0.7775
9.721721,30,8700,9060,6700,9464,8904.4375,8236.085,1.54,484.57,,,1075075200,,,ETF,VUG.MX,18,,917.533,0.04,41.34434,,,
,,416.65,425.15,417.85,423.35,,,,,,,,,,ETF,0V1V.BE,,,,,,,,
39.43462,0,,,169.22,259.52,249.3834,223.47105,1.54,,17.2535,1.14,1075075200,,,MUTUALFUND,VIGRX,0,9.53348,6.4078217,0.17,1.1712222,4,3,0.558
27.288567,18182240,155.27,155.28,127.35,158.95,145.6544,139.59735,1.81,144.77107,2.56411,0.68,913766400,0.071230695,0.0807116,ETF,XLV,13061247,3.74654,5.6906614,0.08,1.220296,,,
6.556838,17257,2800,2889.99,2393.48,3104,2690.6477,2662.733,1.81,144.77107,,,913766400,,,ETF,XLV.MX,4932,,434.827,0.08,22.404367,,,
25.234816,8300,24.97,27.98,23.919,26.885,25.84024,25.449791,,,,,,,,EQUITY,XLVI,4703,,1.0430034,,,,,
28.856775,0,,,405.01,560.52,547.1456,502.7955,,,14.79981,1,868233600,,,MUTUALFUND,VINIX,0,8.11571,19.329601,0.035,,5,3,4.6879
28.85731,0,,,405,560.52,547.141,502.79214,,,14.81495,1,868233600,,,MUTUALFUND,VIIIX,0,8.11969,19.329245,0.02,,5,3,4.7424
26.318409,1578950,220.25,220.43,169.32,222.81,216.8112,204.54214,,217.3,11.69058,0.86,1145577600,0.1850283,0.1245332,ETF,VIG,1244082,5.87686,8.379685,0.05,,,,
,11344,3989,4050,3567,4140,3968.7915,3924.6309,,217.3,,,1145577600,,,ETF,VIG.MX,6738,,,0.05,,,,
26.577833,0,,,47.13,60.44,58.8326,55.5033,,,11.67157,0.86,1145577600,,,MUTUALFUND,VDADX,0,5.87434,2.2740755,0.07,,3,1,0.7173
,92,9.926,10.138,9.222,11.346,10.136666,10.136666,,,,,,,,ETF,1OBG.MU,10,,,,,,,
,,,,14.94,17.38,17.048,16.794611,,,,,,,,MUTUALFUND,XSPEX,,,,,,,,
,0,,,6.65,7.27,7.035,7.00165,,,,,,,,MUTUALFUND,XPCFX,0,,,,,,,
,,,,10.56,12.7,11.4346,11.58455,,,2.3507,1.01,1624492800,,,MUTUALFUND,MCTOX,,0.44576,,3.17,,4,3,0.82113
,,,,9.1,11.03,9.7666,9.9404,,,2.3344,1.01,1624492800,,,MUTUALFUND,MCTDX,,0.41973,,3.15,,3,3,0.82113
,,,,5.61,6.38,6.2962,6.0853,,,5.67804,-0.16,1122422400,,,MUTUALFUND,ACEFX,,2.13115,,4.43,,1,4,0.0049
,0,,,23.43,26.41,24.9888,24.55825,,,0.72347,0.13,1127088000,,,MUTUALFUND,RYMSX,0,2.6208,,2.06,,2,3,0.71594
,0,,,23.33,26.3,24.8818,24.4523,,,0.68604,0.13,1127088000,,,MUTUALFUND,RYMQX,0,2.63266,,2.06,,2,3,0.71591
,0,,,23.89,26.95,25.5078,25.0495,,,0.86785,0.13,1127088000,,,MUTUALFUND,RYIMX,0,2.69076,,1.81,,2,3,0.77666
,0,,,21.27,23.68,22.5886,22.24705,,,0.13257,0.13,1127088000,,,MUTUALFUND,RYMRX,0,2.44123,,2.81,,2,3,0.31261
23.976208,108160,22.47,23,18.59,23.23,22.71926,22.09544,,22.67,12.93358,1.24,1489968000,0.2152548,0.147139,ETF,CEFS,86241,4.27791,0.947606,4.29,,,,
10.869902,0,,,11.37,15.95,15.3626,13.90155,,,27.6936,0.95,1396224000,,,MUTUALFUND,PZIEX,0,10.56851,1.4425154,1.08,,5,4,0.54231
10.86527,0,,,11.32,15.84,15.2612,13.8236,,,27.388,0.95,1396224000,,,MUTUALFUND,PZVEX,0,10.48387,1.4330063,1.43,,5,4,0.49789
,0,,,11.28,12.16,12.0876,11.83285,,,7.91426,0.44,1446422400,,,MUTUALFUND,TDIFX,0,2.9064,,0.18,,3,1,0.2767
13.016811,1487230,73,80.48,52.52,78.76,76.259,68.21395,,76.7251,28.91547,1.06,1568678400,0.22487949,0.1037393,ETF,AVEM,1100022,9.76514,5.8923798,0.33,,,,
,,0,0,79.6002,79.649,,,,,,,,,,ETF,^VCSH,,,,,,,,
13.198216,0,,,10.52,15.26,14.895,13.35945,,,26.59758,1.03,1611100800,,,MUTUALFUND,AVEEX,0,8.75371,1.1342442,0.33,,4,3,0.3391
13.197287,,,,10.53,15.31,14.9424,13.38985,,,27.02936,1.03,1611100800,,,MUTUALFUND,AVENX,,8.88231,1.1381128,0,,4,3,0.3795
,2588,10.25,10.27,9.93,10.58,10.354117,10.354117,,10.317,,0,1757980800,,,ETF,AVTE.XA,2850,,,,,,,
,3900,22.45,22.52,16.186,23.01,22.3377,20.39005,0,25.871,,,1733702400,,,ETF,AVEM.DE,3291,,,0.35,,,,
,,19.032,19.164,19.03,19.32,,,,,,,,,,MUTUALFUND,IE000K975W13.SG,,,,,,,,
,0,40.45,40.48,31.34,41.5,40.2508,37.467674,0,,,,,,,ETF,SSGK.HM,0,,,,,,,
14.496843,2160980,45.42,48.55,34.38,48.56,47.1002,43.0162,0,47.21494,22.52217,0.89,1174262400,0.19035691,0.0761261,ETF,SPEM,2031244,9.81378,3.2434647,0.07,,,,
,0,,,13.74,20.39,19.4454,17.5679,0.16,,13.27125,1.19,862790400,,,MUTUALFUND,ICBMX,0,15.6956,-3.188,1.31,1.3188331,5,3,0.1371
,0,,,13.49,19.98,19.0626,17.23355,0.16,,13.10018,1.2,862790400,,,MUTUALFUND,ICBAX,0,15.56632,-3.188,1.56,1.2904633,4,3,0.0991
14.987171,0,,,10.46,14.87,14.442,12.9655,,,22.6366,1.02,1355270400,,,MUTUALFUND,BIAQX,0,9.95334,0.972832,1.25,,3,3,0.21589
14.976268,0,,,10.49,14.89,14.4582,12.9886,,,22.49135,1.02,1355270400,,,MUTUALFUND,BAQAX,0,9.93789,0.974208,1.5,,3,3,0.19338
14.986214,0,,,10.48,14.9,14.4698,12.98475,,,22.89679,1.02,1355270400,,,MUTUALFUND,BAFQX,0,10.10101,0.974896,1.1,,3,3,0.22809
9.947485,1472380,36.2,37.05,26.43,37.84,36.5458,33.32475,0,36.34,24.10753,0.89,1376524800,0.2122855,0.1329893,ETF,FNDE,1579925,9.91761,3.7305913,0.39,,,,
34.799686,70462090,617.13,617.61,402.39,637.01,608.7384,545.1937,1.77,611.7,17.91539,1.1,921024000,0.3230523,0.1725834,ETF,QQQ,58501468,8.94211,17.73493,0.2,1.7250276,,,
,730,4782,4786,3098,5020,4738.38,4253.7817,,,,,921024000,,,ETF,3455.HK,606,,,0.2,,,,
8.1965275,73665,620,0,297.58,619.31,426.47806,386.8897,1.77,,,,,,,ETF,0YIK.L,84958,,75.437,,1.7282459,,,
34.792114,34,613.6,615.4,399.2,635.6,609.036,545.202,,,,,921024000,,,ETF,9455.HK,10,,17.66492,0.2,,,,
,24,4340,4343,2966,4517,4337.8,3915.858,,,,,921024000,,,ETF,83455.HK,7,,,0.2,,,,
23.531918,0,,,283.16,366.9,359.5044,342.4763,2.996,,12.59523,1.09,1005523200,,,MUTUALFUND,VIMAX,0,5.25483,15.375712,0.05,2.3692343,4,3,4.0264
23.366636,771130,289.89,289.94,223.65,296.87,290.2802,276.5556,2.996,292.23,12.60588,1.09,1005523200,0.1738984,0.113478206,ETF,VO,631042,5.25569,12.413854,0.04,1.8994081,,,
23.532673,0,,,308.49,399.72,391.6722,373.1217,2.996,,12.61228,1.09,1005523200,,,MUTUALFUND,VMCPX,0,5.2581,16.751179,0.03,2.5812619,4,3,4.4426
11.086766,7,0,0,5155,5892.6,5362.444,5306.7217,2.996,292.23,,,1005523200,,,ETF,VO.MX,6,,480.609,0.04,34.890907,,,
,,248.15,251.7,249.3,251.95,,,,,,,,,,ETF,025A.BE,,,,,,,,
23.53378,0,,,62.55,81.05,79.417,75.65555,2.996,,12.59355,1.09,1005523200,,,MUTUALFUND,VMCIX,0,5.25179,3.3963945,0.04,0.5233898,4,3,0.8952
23.527649,0,,,62.43,80.89,79.257,75.5009,2.996,,12.48866,1.09,1005523200,,,MUTUALFUND,VIMSX,0,5.21335,3.390054,0.17,0.52227664,4,3,0.8172
17.695574,152392690,54,54.11,17.5,60.685,53.1212,41.242874,,107.968,31.74086,3.36,1265673600,0.80363053,0.2657293,ETF,TQQQ,120829566,24.67841,3.0544362,0.82,,,,
,50554500,68.94,69.11,63.4,289,72.8672,114.81205,,14.3267,-49.04629,-3.12,1265673600,-0.6104351,-0.498499,ETF,SQQQ,29931157,-20.93343,,0.95,,,,
,10165454,48.08,48.09,46.85,266.05,54.3922,92.19955,,10.648,-49.74966,108.18,1317600000,-0.7400602,-0.7398224,ETF,UVXY,7051148,-44.1639,,0.95,,,,
29.100296,7708580,115.21,115.22,45.88,122.19,112.4912,92.1994,0,113.0523,27.02239,3.05,1245715200,0.575115,0.3127605,ETF,UPRO,5273338,22.17097,3.968688,0.89,,,,
,2136750,111.69,111.88,31.88,115.77,81.9988,55.64625,,90.539,125.44246,2.96,1228089600,0.67397696,0.1433757,ETF,AGQ,3116530,60.75594,,0.95,,,,
,6688050,24.4,24.3,16.2,72.54,32.8522,28.0754,,33.313,-18.91811,-5.6,1317686400,0.4190841,-0.3573209,ETF,KOLD,4903630,38.97339,,,,,,
,7260730,37.84,37.88,24.65,109.77,30.5274,49.29125,,29.572,-46.18022,4.68,1317686400,-0.80003667,-0.6275224,ETF,BOIL,7147690,-36.32735,,,,,,
,7605450,70.02,70.03,67.7,141.55,71.6832,87.1543,,14.2667,-24.21325,-1.93,1152576000,-0.3137115,-0.2605207,ETF,SDS,4989102,-12.2269,,0.91,,,,
17.597225,7508910,71.23,71.24,32.36,76.665,70.1038,58.033276,,141.6767,27.06481,2.22,1150675200,0.5713819,0.24491659,ETF,QLD,6236893,16.61149,4.0546165,0.95,,,,
,2339660,20.6,20.61,17.78,31.64,21.2904,22.85265,,19.763,-18.56649,2.02,1227484800,-0.1321122,0.21900721,ETF,UCO,2292246,-0.49791,,0.95,,,,
14.474448,7445630,57.66,57.68,30.42,59.745,56.5132,48.8235,,113.3847,22.04429,2.02,1150675200,0.41049802,0.24710292,ETF,SSO,5291849,14.92271,3.9884076,0.87,,,,
33.8524,0,,,5.05,5.09,5.0842,5.07495,0,,3.80298,0.06,1613952000,,,MUTUALFUND,TRBUX,0,1.17801,0.1500632,0.31,,4,3,0.17975
18.400557,1409620,52.99,53,21.15,66.27,52.9564,42.63245,,56.3303,8.38907,3.88,1265673600,0.171778,0.0540348,ETF,URTY,1630528,34.75292,2.8884997,0.95,,,,
,11854935,51.2,51.21,48.88,153,53.254,73.2085,0,13.2238,-38.05967,-2.85,1245715200,-0.463954,-0.3982996,ETF,SPXU,8563103,-18.38289,,0.9,,,,
181.95517,27986090,39.66,39.69,3.88,40.005,4.9302,5.90885,,5.1916,17.66221,0,1709078400,,,ETF,ULTY,34895853,7.64154,0.2174162,1.3,,,,
,291180,14.89,14.84,14.5,79.06,38.4668,44.434032,0,39.8057,,0,1752451200,,,ETF,SLON,264136,,,2.14,,,,
,2101737,44.01,44.02,40.88,149.08,46.0766,69.45335,,10.7782,-35.21701,-3.82,1265673600,-0.42023337,-0.4076425,ETF,SRTY,2716305,-30.25146,,0.95,,,,
,5700,13.72,13.89,12.83,21.31,14.2086,14.6634,,13.8477,-15.73399,-2.11,1170115200,-0.1703548,-0.21631889,ETF,SMN,3600,-3.87904,,0.95,,,,
,1439130,18.51,18.6,14.57,24.52,18.2676,18.2321,,19.66,3.34278,-1.92,1227484800,-0.0837873,-0.42546132,ETF,SCO,1691500,-2.91833,,0.95,,,,
,6493700,33.86,33.87,31.65,75.95,35.093,43.6981,,35.1215,-27.2048,-2.74,1265673600,-0.3452074,-0.315268,ETF,SDOW,3952225,-12.71092,,0.95,,,,
6.304572,0,,,79.87,111.55,108.4048,100.2507,2.15,,12.7593,1.06,736387200,,,MUTUALFUND,APGAX,0,5.07042,17.408,0.82,1.4311982,3,2,0.0019
7.1409693,0,,,90.39,126.32,122.7618,113.48435,2.15,,12.8952,1.06,736387200,,,MUTUALFUND,ALLIX,0,5.12402,17.408,0.61,1.6210682,3,2,0.0322
7.205882,0,,,91.14,127.47,123.8704,114.47285,2.15,,12.97194,1.06,736387200,,,MUTUALFUND,APGYX,0,5.13868,17.408,0.57,1.6358042,3,2,0.0637
7.1742873,0,,,49.11,127.02,99.5294,69.80315,2.15,,12.13198,1.06,736387200,,,MUTUALFUND,APGCX,0,4.87419,17.408,1.57,1.6286318,3,2,
32.81832,0,,,62.53,90,86.8912,78.8766,,,11.75091,1.02,399772800,,,MUTUALFUND,SNIGX,0,8.00806,2.705501,1,,3,2,0.04453
39.199883,666180,751,751.59,451,806.99,757.4104,657.03,,761.46,20.56404,1.23,1075075200,0.355573,0.1970221,ETF,VGT,537633,12.7806,19.180925,0.09,,,,
39.21984,0,,,240.37,410.46,387.7574,336.3605,,,20.56658,1.23,1075075200,,,MUTUALFUND,VITAX,0,12.78072,9.823599,0.09,,5,2,1.172
,8021,13680,14000,606.81,14838.83,13919.362,12399.153,,761.46,,,1075075200,,,ETF,VGT.MX,1330,,,0.09,,,,
,288,0,0,359.9925,753.6213,503.0991,454.61716,,,,,,,,ETF,0LMY.L,1311,,,,,,,
32.943844,182110,281.14,281.25,209.64,298.66,288.436,273.28305,0,292.47,16.22186,1.19,1155772800,0.20675899,0.0993059,ETF,VOT,178920,3.41626,8.538469,0.07,,,,
,,241.5,243.15,241.15,243.8,,,,,,,,,,ETF,0V1W.BE,,,,,,,,
,390,0,0,181.1,283.11,206.99817,205.85406,0,,,,,,,ETF,0LOA.L,403,,,,,,,
33.199745,0,,,85.08,117.2,113.412,107.45045,0,,16.12155,1.19,1155772800,,,MUTUALFUND,VMGIX,0,3.38231,3.358158,0.19,,4,3,0.4131
33.20708,0,,,93.13,128.29,124.1444,117.6245,0,,16.2227,1.19,1155772800,,,MUTUALFUND,VMGMX,0,3.41229,3.675421,0.07,,4,3,0.5646
,0,,,10.46,11.65,11.4962,11.01895,0,,6.4728,0.13,1422403200,,,MUTUALFUND,BXMDX,0,3.74771,,4.02,,3,3,0.5976
,0,,,10.45,11.66,11.5078,11.01935,0,,6.66667,0.13,1422403200,,,MUTUALFUND,BXMYX,0,3.83912,,3.75,,3,3,0.6176
,0,,,10.52,11.73,11.5764,11.08755,0,,6.72269,0.13,1422403200,,,MUTUALFUND,BXMIX,0,3.81471,,3.77,,3,3,0.6163
20.775574,5888900,189.04,189.05,150.43,190.73,186.3524,177.3475,3.04,187.05,11.97605,0.86,1075075200,0.1624161,0.1453659,ETF,VTV,3712876,6.04074,9.104442,0.04,2.496074,,,
20.919825,0,,,59.99,74.3,72.692,69.1773,3.04,,11.96723,0.86,1075075200,,,MUTUALFUND,VVIAX,0,6.0444,3.551655,0.05,0.98048276,4,2,1.1337
88.11303,882,3385.81,0,3116,3722.96,3429.4902,3380.145,3.04,187.05,,,1075075200,,,ETF,VTV.MX,301,,39.211,0.04,45.593105,,,
,,162.12,163.66,162.98,163.9,,,,,,,,,,ETF,0V1P.BE,,,,,,,,
20.919704,0,,,60.01,74.32,72.7106,69.19365,3.04,,11.86271,0.86,1075075200,,,MUTUALFUND,VIVAX,0,5.99628,3.5526314,0.17,0.9807466,4,2,1.0707
20.9227,0,,,59.98,74.3,72.6892,69.17465,3.04,,11.97715,0.86,1075075200,,,MUTUALFUND,VIVIX,0,6.03223,3.5511668,0.04,0.98048276,4,2,1.1388
19.736858,375370,175.65,178.02,139.38,177.86,173.3242,165.93616,0,173.57,9.75085,1,1155772800,0.1453621,0.1282917,ETF,VOE,296646,6.67345,8.931513,0.07,,,,
,0,0,0,2756,3225,3123.4685,3109.382,0,173.57,,,1155772800,,,ETF,VOE.MX,6,,,0.07,,,,
,12,0,0,124.74,177.78,139.96892,139.14189,0,,,,,,,ETF,0LO7.L,13,,,,,,,
19.85931,0,,,55.88,69.84,68.2402,65.3302,0,,9.65096,1,1155772800,,,MUTUALFUND,VMVIX,0,6.64537,3.5167384,0.19,,3,3,1.0372
19.8621,0,,,73.52,91.89,89.7834,85.9573,0,,9.74867,1,1155772800,,,MUTUALFUND,VMVAX,0,6.67043,4.626399,0.07,,4,3,1.4453
17.595098,1553380,59.61,59.62,46.64,61.369,57.7026,55.714424,,57.398,3.08571,1.01,1481846400,0.1139058,0.1654238,ETF,COWZ,2061007,4.83855,3.3895805,0.49,,,,
16.728643,788150,38.75,38.8,29.48,39.0499,37.72588,35.55036,,37.61,11.42415,0,1687305600,,,ETF,VFLO,992109,6.65317,2.319375,0.39,,,,
16.91129,4147100,74.38,74.71,54.98,75.89,74.096,68.53775,,74.73,26.52911,1.04,1296000000,0.21186599,0.102983996,ETF,VXUS,4772230,6.97437,4.4142113,0.05,,,,
,59,1357.01,1396.99,66.89,1406.09,1364.7635,1296.8727,,74.73,,,1296000000,,,ETF,VXUS.MX,169,,,0.05,,,,
14.915716,8836500,54.29,54.25,39.53,56.04,54.449,49.64285,1.122,54.78,23.14876,0.94,1109894400,0.1855631,0.0721095,ETF,VWO,8938734,10.09031,3.6371033,0.07,1.126781,,,
14.919715,0,,,33.54,46.22,45.1414,41.17705,1.122,,23.06584,0.94,1109894400,,,MUTUALFUND,VEMAX,0,10.07546,3.0114517,0.13,0.93320316,3,2,0.3689
14.9138975,0,,,25.56,35.22,34.4,31.3774,1.122,,22.93867,0.94,1109894400,,,MUTUALFUND,VEIEX,0,10.02068,2.2951746,0.29,0.7109625,3,2,0.2441
14.918306,0,,,25.5,35.15,34.3236,31.3101,1.122,,23.09517,0.94,1109894400,,,MUTUALFUND,VEMIX,0,10.06651,2.2898042,0.09,0.7095086,4,2,0.2894
14.431639,,,,128.2596,184.3318,178.77545,159.45699,,,27.6929,1.04,1409616000,,,MUTUALFUND,0P00011HBP,,10.87873,12.327845,,,4,3,1.2929
8.3211,2500,0,0,37.5,54.42,40.606052,40.37312,1.122,,,,,,,ETF,0LMP.L,8741,,6.54,,1.130312,,,
14.4299555,,,,204.0616,293.1587,284.32462,253.64832,,,27.6261,1.04,1409616000,,,MUTUALFUND,0P00012I65,,10.85919,19.607128,,,3,3,2.10419
14.918786,0,,,84.84,116.92,114.1832,104.1568,1.122,,23.13888,0.94,1109894400,,,MUTUALFUND,VEMRX,0,10.09568,7.6179123,0.07,2.3605285,4,2,0.9776
14.429959,,,,202.6385,291.1142,282.34177,251.8794,,,27.62614,1.04,1409616000,,,MUTUALFUND,0P000061HB,,10.8592,19.470394,,,3,3,
24.274982,83200,59.97,61.16,39.63,66.22,62.5754,54.7421,,64.47439,23.33638,1.48,1539907200,0.2001651,0.08206859,ETF,KOMP,157000,14.59256,2.4939256,0.2,,,,
15.359552,29310,37.8,37.86,24.48,39.65,37.4887,33.02009,,37.67197,26.65915,1.72,1555372800,0.061384,0.031570498,ETF,IDRV,30122,20.08277,2.457103,0.47,,,,
,0,693.6,0,581.5,719.4,697.37,626.3625,,37.67197,,,1555372800,,,ETF,IDRV.MX,9,,,0.47,,,,
27.814274,68290,45.38,46.64,31.2,54.68,48.165,44.70285,,48.7569,14.53076,1.45,1381881600,0.211336,-0.024094999,ETF,IPO,120598,10.81968,1.657782,0.6,,,,
17.405508,2886400,72.65,72.66,53.65,73.99,72.1254,66.7583,1.211,72.82,26.43782,1.05,1172793600,0.2138516,0.1040525,ETF,VEU,2506749,6.9337,4.173966,0.04,1.1751671,,,
3.6192997,34,1296.01,0,1154.92,1380.29,1331.1582,1273.0985,1.211,72.82,,,1172793600,,,ETF,VEU.MX,56,,368.027,0.04,21.546078,,,
14.6769285,2089210,33.48,33.74,24.11,34.54,33.5508,30.3782,0,33.63,23.75804,0.92,1263427200,0.1890459,0.0697769,ETF,SCHE,1757217,10.63333,2.2818127,0.07,,,,
22.507446,4479640,140.16,140.4,100.89,142.21,138.7178,127.88415,0,139.35,18.76464,1.03,1214265600,0.22670509,0.13193381,ETF,VT,3159173,7.65068,6.229938,0.06,,,,
22.58557,0,,,36.57,50.19,49.102,45.26825,0,,18.74517,1.03,1214265600,,,MUTUALFUND,VTWAX,0,7.63711,2.2076044,0.09,,4,3,0.5069
,4774,2567.23,2600,123.38,2624.21,2556.171,2412.5989,0,139.35,,,1214265600,,,ETF,VT.MX,10336,,,0.06,,,,
22.587328,0,,,210.79,289.31,283.0578,260.95886,0,,18.75368,1.03,1214265600,,,MUTUALFUND,VTWIX,0,7.64977,12.726163,0.07,,4,3,2.9582
25.279448,22110,30.54,30.77,17.441,32.5,30.6172,24.78367,,30.55,44.75921,1.5,1516233600,0.0246137,0.0282095,ETF,KARS,38390,39.17385,1.208096,0.72,,,,
13.710682,0,,,29.54,43.53,40.467,37.19585,0,,12.42391,1.23,808358400,,,MUTUALFUND,VSEQX,0,9.8405,3.021002,0.17,,4,4,0.4625
,0,,,25.53,33.94,29.013,29.50545,,,-6.63088,1.15,460166400,,,MUTUALFUND,MRCGX,0,-1.98873,,1.92,,1,2,
,0,,,29.41,38.94,33.6074,34.0736,,,-5.90984,1.16,460166400,,,MUTUALFUND,MRRGX,0,-1.75086,,0.88,,2,2,0.03202
,0,,,29.37,38.9,33.5576,34.0284,,,-5.94386,1.16,460166400,,,MUTUALFUND,MERDX,0,-1.78161,,0.91,,2,2,0.02049
,0,,,28.85,38.21,32.9454,33.41455,,,-5.9944,1.15,460166400,,,MUTUALFUND,MRIGX,0,-1.78519,,0.97,,2,2,0.01284
,0,,,27.49,36.42,31.3522,31.8134,,,-6.08645,1.16,460166400,,,MUTUALFUND,MRAGX,0,-1.81371,,1.21,,1,2,
20.698172,12071580,65.94,66.12,50.15,67.53,64.9444,62.0507,2.809,65.24251,5.72877,1.18,958953600,0.1470345,0.1211283,ETF,IJH,10002388,5.53602,3.186755,0.05,0.2535353,,,
0.5087009,160,0,0,1082.61,1386,1200.7814,1179.8717,2.809,65.24251,,,958953600,,,ETF,IJH.MX,90,,2378.608,0.05,4.650966,,,
16.368534,0,,,80.48,101.3,98.131,93.4342,,,13.19419,0.82,997660800,,,MUTUALFUND,VEIRX,0,5.67509,6.1887035,0.18,,4,2,1.7026
16.368694,0,,,38.4,48.34,46.8274,44.58515,,,13.10127,0.82,997660800,,,MUTUALFUND,VEIPX,0,5.64722,2.9531982,0.27,,4,2,0.7823
,0,,,36.03,41.89,37.6726,39.0041,,,1.44661,0.9,1204156800,,,MUTUALFUND,MCSSX,0,-2.96855,,1.15,,1,4,0.15175
18.429276,0,,,15.72,22.38,19.4276,18.9673,,,-0.9151,1.22,975542400,,,MUTUALFUND,SCSRX,0,0.10272,1.0830593,0.84,,2,4,0.08094
17.689018,0,,,5.72,8.88,7.0362,6.9669,,,-1.67364,1.21,975542400,,,MUTUALFUND,STSAX,0,-0.14164,0.3917685,2.01,,1,4,
,69405,,,18.08,21.45,21.1826,20.3484,,,,,,,,MUTUALFUND,XTBLX,84096,,,,,,,
,0,,,31.11,36.26,32.3936,33.61455,,,0.88173,0.9,1204156800,,,MUTUALFUND,MGOCX,0,-3.18062,,1.9,,1,4,0.04875
,0,,,31.52,40.64,37.6522,37.2902,,,4.14297,0.96,377481600,,,MUTUALFUND,FMIMX,0,1.58479,,0.98,,4,3,0.07923
18.417747,0,,,13.77,19.76,16.9802,16.59485,,,-1.10273,1.22,975542400,,,MUTUALFUND,SCSAX,0,0,0.9469128,1.26,,1,4,0.0024
,0,,,5.95,6.94,6.5232,6.3344,,,,,,,,MUTUALFUND,XDSMX,0,,,,,,,
,0,,,31.58,40.75,37.743,37.3676,,,4.21736,0.96,377481600,,,MUTUALFUND,FMIUX,0,1.6078,,0.85,,5,3,0.1273
,0,,,36.06,41.98,37.7468,39.05285,,,1.63072,0.91,1204156800,,,MUTUALFUND,MSOAX,0,-2.91457,,0.93,,1,4,0.10002
,0,,,6.31,7.27,6.8668,6.6822,,,,,,,,MUTUALFUND,XLEOX,0,,,,,,,
18.432642,0,,,15.61,22.22,19.2778,18.8225,,,-0.92213,1.22,975542400,,,MUTUALFUND,SCNSX,0,0.10352,1.0747238,0.86,,1,4,0.07697
17.699062,0,,,14.89,21.41,18.5248,17.751,,,0.21471,1.17,975542400,,,MUTUALFUND,SCSDX,0,6.20023,1.0463831,1.11,,2,4,0.02961
,0,,,36.3,42.33,38.0584,39.34525,,,1.80345,0.9,1204156800,,,MUTUALFUND,MSOIX,0,-2.86783,,0.68,,2,4,0.19503
,0,,,6.84,7.91,7.0046,7.40315,,,,,,,,MUTUALFUND,XDMFX,0,,,,,,,
12.142239,588250,90.7,97.13,60.744,92.74,89.2206,79.7295,,89.5668,40.03265,1.03,1569283200,0.27482268,0.16874559,ETF,AVDV,732923,12.47693,7.594975,0.36,,,,
14.495605,14270,65.29,72.06,48,68.753,67.12902,61.472015,,67.6318,32.3184,0,1689638400,,,ETF,AVDS,12441,8.87813,4.7208304,0.3,,,,
12.451871,0,,,11.64,17.59,16.9198,15.07145,,,38.43009,1.01,1611100800,,,MUTUALFUND,AVDVX,0,12.045,1.4126391,0.36,,4,4,0.5241
12.464893,,,,11.65,17.65,16.9708,15.10135,,,38.75715,1.01,1611100800,,,MUTUALFUND,AVANX,,12.16127,1.4159768,0,,4,4,0.5711
14.459465,110070,42.75,45.33,32.61,45.42,44.3588,41.0829,0,44.5,31.21488,1,1376524800,0.211051,0.107179,ETF,FNDC,110911,6.34807,3.1176813,0.39,,,,
15.188227,1826870,44,45.22,31.92,45.26,43.7254,40.0344,0,43.84,29.66009,0.95,1376524800,0.2346917,0.1551997,ETF,FNDF,1486803,7.71157,2.9503117,0.25,,,,
17.91325,13113470,88.2,88.37,66.95,89.98,87.7888,82.5527,0,88.68228,26.60728,1.07,1350518400,0.2198053,0.1102877,ETF,IEFA,11489566,4.83692,4.933778,0.07,,,,
,282,1600,1622.11,1410,1641.95,1618.7622,1574.1625,0,88.68228,,,1350518400,,,ETF,IEFA.MX,5318,,,0.07,,,,
,,,,19.19,25.87,25.2688,23.60615,1.56,,,,,,,MUTUALFUND,IOEIX,,,,,1.3484454,,,
,,,,9.6,12.9,12.6026,11.7724,0,,,,,,,MUTUALFUND,FBDDX,,,,,,,,
20.677832,1697920,143.93,143.94,112.05,145.44,140.799,133.7521,,141.19,12.66183,0.85,1163116800,0.1600852,0.1457697,ETF,VYM,1560660,6.37895,6.963496,0.06,,,,
20.870806,0,,,34.62,43.83,42.4502,40.3261,,,12.65299,0.85,1163116800,,,MUTUALFUND,VHYAX,0,6.37332,2.1000628,0.08,,4,2,0.7639
